"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email","category_id-2","category","subcategory_id-2","subcategory"
3042,2670,"Vasquez Inc","Stand-alone asynchronous functionalities","$7,100.00","$1,022.00","failed",31,"US","USD","2020-12-02","2021-07-02","cat5","subcat7",2670,"Trevor","Granados","trevor.granados@gmail.com","cat5","film & video","subcat7","drama"
2098,5261,"Freeman-Ferguson","Profound full-range open system","$7,800.00","$4,275.00","failed",78,"US","USD","2021-02-10","2021-04-14","cat7","subcat21",5261,"Matthieu","Mcdonald","matthieu.mcdonald@morrison.org","cat7","games","subcat21","mobile games"
1015,4121,"Houston, Moore and Rogers","Optional tangible utilization","$7,600.00","$8,332.00","successful",185,"US","USD","2021-08-12","2021-11-23","cat3","subcat3",4121,"Juliette","Preston","juliette.preston@gmail.com","cat3","technology","subcat3","web"
2454,4620,"Small-Fuentes","Seamless maximized product","$3,400.00","$6,408.00","successful",121,"US","USD","2020-04-11","2021-01-28","cat4","subcat4",4620,"Stanislaw","Montalvo","stanislaw.montalvo@mcpherson-hughes.info","cat4","theater","subcat4","plays"
662,4630,"Reid-Day","Devolved tertiary time-frame","$84,500.00","$73,522.00","failed",1225,"GB","GBP","2021-07-13","2021-08-29","cat4","subcat4",4630,"Lilia","Lollobrigida","lilia.lollobrigida@le.com","cat4","theater","subcat4","plays"
751,3440,"Wallace LLC","Centralized regional function","$100.00","$1.00","failed",1,"CH","CHF","2021-06-17","2021-07-16","cat2","subcat2",3440,"Brigitta","Shaw","brigitta.shaw@hotmail.co.uk","cat2","music","subcat2","rock"
2336,3572,"Olson-Bishop","User-friendly high-level initiative","$2,300.00","$4,667.00","successful",106,"US","USD","2020-11-04","2021-10-29","cat8","subcat15",3572,"Rebeca","Frey","rebeca.frey@gerard.fr","cat8","photography","subcat15","photography books"
1757,5306,"Rodriguez, Anderson and Porter","Reverse-engineered zero-defect infrastructure","$6,200.00","$12,216.00","successful",142,"US","USD","2020-09-30","2021-09-07","cat8","subcat15",5306,"Nicolas","Palacios","nicolas.palacios@meraz.com","cat8","photography","subcat15","photography books"
2779,5122,"Perez, Brown and Meyers","Stand-alone background customer loyalty","$6,100.00","$6,527.00","successful",233,"US","USD","2020-07-17","2021-07-12","cat4","subcat4",5122,"Susanna","Bonneau","susanna.bonneau@klingelhoefer.de","cat4","theater","subcat4","plays"
1698,1368,"English-Mccullough","Business-focused discrete software","$2,600.00","$6,987.00","successful",218,"US","USD","2021-05-31","2021-09-19","cat2","subcat2",1368,"Romina","Valentine","romina.valentine@hotmail.com","cat2","music","subcat2","rock"
550,5370,"Smith-Nguyen","Advanced intermediate Graphic Interface","$9,700.00","$4,932.00","failed",67,"AU","AUD","2021-01-18","2021-06-12","cat5","subcat5",5370,"Erika","Toussaint","erika.toussaint@sfr.fr","cat5","film & video","subcat5","documentary"
746,5636,"Harmon-Madden","Adaptive holistic hub","$700.00","$8,262.00","successful",76,"US","USD","2020-10-04","2021-07-30","cat5","subcat7",5636,"Lothar","Laurent","lothar.laurent@garcia.com.au","cat5","film & video","subcat7","drama"
906,6033,"Walker-Taylor","Automated uniform concept","$700.00","$1,848.00","successful",43,"US","USD","2021-05-25","2021-09-11","cat4","subcat4",6033,"Chelsea","Verdugo","chelsea.verdugo@campbell.com","cat4","theater","subcat4","plays"
3098,3599,"Harris, Medina and Mitchell","Enhanced regional flexibility","$5,200.00","$1,583.00","failed",19,"US","USD","2021-01-02","2021-05-11","cat1","subcat1",3599,"Ria","Venier","ria.venier@murillo-estevez.com","cat1","food","subcat1","food trucks"
1052,5566,"Williams and Sons","Public-key bottom-line algorithm","$140,800.00","$88,536.00","failed",2108,"CH","CHF","2020-07-12","2021-03-27","cat5","subcat5",5566,"Carly","Summers","carly.summers@yahoo.co.uk","cat5","film & video","subcat5","documentary"
1073,1873,"Ball-Fisher","Multi-layered intangible instruction set","$6,400.00","$12,360.00","successful",221,"US","USD","2020-08-19","2021-01-28","cat4","subcat4",1873,"Pasquale","Tomasini","pasquale.tomasini@hotmail.co.uk","cat4","theater","subcat4","plays"
1327,3904,"Page, Holt and Mack","Fundamental methodical emulation","$92,500.00","$71,320.00","failed",679,"US","USD","2021-08-01","2021-10-14","cat7","subcat12",3904,"Stefani","Ughi","stefani.ughi@hotmail.it","cat7","games","subcat12","video games"
1849,4453,"Landry Group","Expanded value-added hardware","$59,700.00","$134,640.00","successful",2805,"CA","CAD","2020-12-17","2021-06-11","cat6","subcat10",4453,"Jose","Huang","jose.huang@gmx.de","cat6","publishing","subcat10","nonfiction"
1550,5481,"Buckley Group","Diverse high-level attitude","$3,200.00","$7,661.00","successful",68,"US","USD","2020-11-29","2021-03-01","cat7","subcat12",5481,"Petros","Gaona","petros.gaona@googlemail.com","cat7","games","subcat12","video games"
2139,2987,"Vincent PLC","Visionary 24hour analyzer","$3,200.00","$2,950.00","failed",36,"DK","DKK","2021-08-13","2021-12-26","cat2","subcat2",2987,"Maximilian","Siering","maximilian.siering@gaito-fornaciari.org","cat2","music","subcat2","rock"
2442,2431,"Watson-Douglas","Centralized bandwidth-monitored leverage","$9,000.00","$11,721.00","successful",183,"CA","CAD","2021-03-29","2021-11-27","cat2","subcat2",2431,"Ermenegildo","Holzapfel","ermenegildo.holzapfel@aol.de","cat2","music","subcat2","rock"
108,4158,"Jones, Casey and Jones","Ergonomic mission-critical moratorium","$2,300.00","$14,150.00","successful",133,"US","USD","2020-12-06","2021-02-27","cat4","subcat4",4158,"Damien","Leger","damien.leger@dixon.biz","cat4","theater","subcat4","plays"
322,3753,"Alvarez-Bauer","Front-line intermediate moderator","$51,300.00","$189,192.00","successful",2489,"IT","EUR","2020-10-25","2021-04-24","cat6","subcat10",3753,"Zeferino","Barrera","zeferino.barrera@zedillo-velazquez.com","cat6","publishing","subcat10","nonfiction"
2060,4391,"Martinez LLC","Automated local secured line","$700.00","$7,664.00","successful",69,"US","USD","2021-11-10","2022-01-12","cat4","subcat4",4391,"Alfred","Pohl","alfred.pohl@fechner.net","cat4","theater","subcat4","plays"
589,2026,"Buck-Khan","Integrated bandwidth-monitored alliance","$8,900.00","$4,509.00","failed",47,"US","USD","2021-02-02","2021-09-26","cat7","subcat12",2026,"Marissa","Gaito","marissa.gaito@reed-campbell.edu","cat7","games","subcat12","video games"
198,4547,"Valdez, Williams and Meyer","Cross-group heuristic forecast","$1,500.00","$12,009.00","successful",279,"GB","GBP","2021-02-13","2021-12-04","cat2","subcat2",4547,"Ariana","Houston","ariana.houston@hotmail.it","cat2","music","subcat2","rock"
1485,2798,"Alvarez-Andrews","Extended impactful secured line","$4,900.00","$14,273.00","successful",210,"US","USD","2021-01-08","2021-11-09","cat5","subcat5",2798,"Victor","Jacobs","victor.jacobs@young.com","cat5","film & video","subcat5","documentary"
2136,4732,"Stewart and Sons","Distributed optimizing protocol","$54,000.00","$188,982.00","successful",2100,"US","USD","2020-02-17","2021-01-07","cat2","subcat2",4732,"Henriette","Lang","henriette.lang@mimun.it","cat2","music","subcat2","rock"
3200,5126,"Dyer Inc","Secured well-modulated system engine","$4,100.00","$14,640.00","successful",252,"US","USD","2021-01-01","2021-04-05","cat2","subcat2",5126,"Wilfriede","Baca","wilfriede.baca@caraballo.com","cat2","music","subcat2","rock"
2693,5151,"Anderson, Williams and Cox","Streamlined national benchmark","$85,000.00","$107,516.00","successful",1280,"US","USD","2020-07-21","2021-03-11","cat6","subcat10",5151,"Lucia","Riviere","lucia.riviere@samaniego.biz","cat6","publishing","subcat10","nonfiction"
1335,2134,"Solomon PLC","Open-architected 24/7 infrastructure","$3,600.00","$13,950.00","successful",157,"GB","GBP","2020-05-31","2021-05-13","cat5","subcat13",2134,"Gordon","Vigorelli","gordon.vigorelli@solano.com","cat5","film & video","subcat13","shorts"
1171,5786,"Miller-Hubbard","Digitized 6thgeneration Local Area Network","$2,800.00","$12,797.00","successful",194,"US","USD","2021-01-30","2021-09-14","cat4","subcat4",5786,"Diethard","Salgado","diethard.salgado@gmail.com","cat4","theater","subcat4","plays"
1935,5515,"Miranda, Martinez and Lowery","Innovative actuating artificial intelligence","$2,300.00","$6,134.00","successful",82,"AU","AUD","2020-09-30","2021-03-29","cat5","subcat7",5515,"Sue","Corrales","sue.corrales@cardenas-serna.org","cat5","film & video","subcat7","drama"
1097,4530,"Munoz, Cherry and Bell","Cross-platform reciprocal budgetary management","$7,100.00","$4,899.00","failed",70,"US","USD","2021-02-12","2021-06-29","cat4","subcat4",4530,"Arthur","Salazar","arthur.salazar@yahoo.com.au","cat4","theater","subcat4","plays"
1307,4088,"Baker-Higgins","Vision-oriented scalable portal","$9,600.00","$4,929.00","failed",154,"US","USD","2020-12-17","2021-07-16","cat4","subcat4",4088,"Fortunata","Schneider","fortunata.schneider@tiscali.it","cat4","theater","subcat4","plays"
1300,3667,"Johnson, Turner and Carroll","Persevering zero administration knowledge user","$121,600.00","$1,424.00","failed",22,"US","USD","2021-09-29","2021-11-21","cat4","subcat4",3667,"Gretchen","Serna","gretchen.serna@pichon.org","cat4","theater","subcat4","plays"
2587,3286,"Ward PLC","Front-line bottom-line Graphic Interface","$97,100.00","$105,817.00","successful",4233,"US","USD","2020-05-05","2021-03-12","cat8","subcat15",3286,"Egon","Caron","egon.caron@hotmail.com","cat8","photography","subcat15","photography books"
964,4804,"Bradley, Beck and Mayo","Synergized fault-tolerant hierarchy","$43,200.00","$136,156.00","successful",1297,"DK","DKK","2020-10-28","2021-08-14","cat6","subcat19",4804,"Roberta","Finzi","roberta.finzi@knight-davies.co.uk","cat6","publishing","subcat19","translations"
1093,5768,"Levine, Martin and Hernandez","Expanded asynchronous groupware","$6,800.00","$10,723.00","successful",165,"DK","DKK","2021-02-01","2021-05-29","cat6","subcat19",5768,"Editha","Savage","editha.savage@davies.co.uk","cat6","publishing","subcat19","translations"
1199,6098,"Gallegos, Wagner and Gaines","Expanded fault-tolerant emulation","$7,300.00","$11,228.00","successful",119,"US","USD","2021-06-15","2021-07-20","cat4","subcat4",6098,"Allan","Emanuelli","allan.emanuelli@fernandes.org","cat4","theater","subcat4","plays"
2259,2508,"Hodges, Smith and Kelly","Future-proofed 24hour model","$86,200.00","$77,355.00","failed",1758,"US","USD","2020-05-06","2021-02-09","cat3","subcat3",2508,"Laurence","Lucero","laurence.lucero@martin.org","cat3","technology","subcat3","web"
1169,5779,"Macias Inc","Optimized didactic intranet","$8,100.00","$6,086.00","failed",94,"US","USD","2020-09-02","2021-08-06","cat2","subcat8",5779,"Istvan","Draghi","istvan.draghi@ifrance.com","cat2","music","subcat8","indie rock"
2575,1717,"Cook-Ortiz","Right-sized dedicated standardization","$17,700.00","$150,960.00","successful",1797,"US","USD","2021-06-11","2021-08-22","cat2","subcat18",1717,"Luigi","Bonnet","luigi.bonnet@carriera-federico.it","cat2","music","subcat18","jazz"
1889,3368,"Jordan-Fischer","Vision-oriented high-level extranet","$6,400.00","$8,890.00","successful",261,"US","USD","2021-03-23","2021-09-23","cat4","subcat4",3368,"Yuridia","Fantozzi","yuridia.fantozzi@mcdonald.com","cat4","theater","subcat4","plays"
2267,4265,"Pierce-Ramirez","Organized scalable initiative","$7,700.00","$14,644.00","successful",157,"US","USD","2021-09-19","2021-11-01","cat5","subcat5",4265,"Eraldo","Schmiedt","eraldo.schmiedt@hotmail.de","cat5","film & video","subcat5","documentary"
78,4455,"Howell and Sons","Enhanced regional moderator","$116,300.00","$116,583.00","successful",3533,"US","USD","2021-05-10","2021-11-19","cat4","subcat4",4455,"Antoinette","Cox","antoinette.cox@bustamante.com","cat4","theater","subcat4","plays"
55,2940,"Garcia, Dunn and Richardson","Automated even-keeled emulation","$9,100.00","$12,991.00","successful",155,"US","USD","2020-10-11","2021-03-10","cat3","subcat3",2940,"Cameron","Ocampo","cameron.ocampo@hotmail.com.au","cat3","technology","subcat3","web"
725,6144,"Lawson and Sons","Reverse-engineered multi-tasking product","$1,500.00","$8,447.00","successful",132,"IT","EUR","2021-03-21","2021-05-25","cat3","subcat9",6144,"Lynn","Lawson","lynn.lawson@leclercq.com","cat3","technology","subcat9","wearables"
1927,3657,"Porter-Hicks","De-engineered next generation parallelism","$8,800.00","$2,703.00","failed",33,"US","USD","2021-02-22","2021-06-21","cat8","subcat15",3657,"Natalia","Seifert","natalia.seifert@ifrance.com","cat8","photography","subcat15","photography books"
398,1537,"Rodriguez-Hansen","Intuitive cohesive groupware","$8,800.00","$8,747.00","canceled",94,"US","USD","2021-09-15","2021-10-26","cat5","subcat5",1537,"Nuray","Anguillara","nuray.anguillara@yahoo.co.uk","cat5","film & video","subcat5","documentary"
2554,2116,"Williams LLC","Up-sized high-level access","$69,900.00","$138,087.00","successful",1354,"GB","GBP","2021-11-17","2021-11-28","cat3","subcat3",2116,"Beate","Morgan","beate.morgan@gmail.com","cat3","technology","subcat3","web"
2293,5102,"Cooper, Stanley and Bryant","Phased empowering success","$1,000.00","$5,085.00","successful",48,"US","USD","2021-06-07","2021-11-30","cat3","subcat3",5102,"Mario","Rees","mario.rees@gmx.de","cat3","technology","subcat3","web"
2978,5815,"Miller, Glenn and Adams","Distributed actuating project","$4,700.00","$11,174.00","successful",110,"US","USD","2021-03-22","2021-06-09","cat1","subcat1",5815,"Galasso","Junken","galasso.junken@yahoo.co.uk","cat1","food","subcat1","food trucks"
1443,4250,"Cole, Salazar and Moreno","Robust motivating orchestration","$3,200.00","$10,831.00","successful",172,"US","USD","2020-02-01","2021-02-08","cat5","subcat7",4250,"Luca","Moses","luca.moses@franke.de","cat5","film & video","subcat7","drama"
342,4533,"Jones-Ryan","Vision-oriented uniform instruction set","$6,700.00","$8,917.00","successful",307,"US","USD","2021-03-27","2021-10-09","cat2","subcat8",4533,"Aurelio","Gertz","aurelio.gertz@hewitt.net","cat2","music","subcat8","indie rock"
1719,3329,"Hood, Perez and Meadows","Cross-group upward-trending hierarchy","$100.00","$1.00","failed",1,"US","USD","2020-04-04","2021-03-11","cat2","subcat2",3329,"Uberto","Steele","uberto.steele@outlook.com","cat2","music","subcat2","rock"
2004,3606,"Bright and Sons","Object-based needs-based info-mediaries","$6,000.00","$12,468.00","successful",160,"US","USD","2021-10-23","2021-11-20","cat2","subcat6",3606,"Annie","Hunter","annie.hunter@allen.co.uk","cat2","music","subcat6","electric music"
784,4749,"Brady Ltd","Open-source reciprocal standardization","$4,900.00","$2,505.00","failed",31,"US","USD","2020-09-28","2021-03-31","cat7","subcat12",4749,"Jo","Mccarty","jo.mccarty@hotmail.com","cat7","games","subcat12","video games"
3061,2222,"Collier LLC","Secured well-modulated projection","$17,100.00","$111,502.00","successful",1467,"CA","CAD","2020-09-09","2021-09-05","cat2","subcat8",2222,"Eitel","Lombard","eitel.lombard@thomas.net","cat2","music","subcat8","indie rock"
559,1939,"Campbell, Thomas and Obrien","Multi-channeled secondary middleware","$171,000.00","$194,309.00","successful",2662,"CA","CAD","2021-07-15","2021-10-23","cat6","subcat14",1939,"Susan","Vigliotti","susan.vigliotti@yahoo.co.uk","cat6","publishing","subcat14","fiction"
978,2456,"Moses-Terry","Horizontal clear-thinking framework","$23,400.00","$23,956.00","successful",452,"AU","AUD","2021-04-06","2021-07-20","cat4","subcat4",2456,"Jacqueline","Germano","jacqueline.germano@valette.fr","cat4","theater","subcat4","plays"
1387,2794,"Williams and Sons","Profound composite core","$2,400.00","$8,558.00","successful",158,"US","USD","2021-06-29","2021-10-21","cat1","subcat1",2794,"Fidel","Ruppert","fidel.ruppert@yahoo.co.uk","cat1","food","subcat1","food trucks"
499,2648,"Miranda, Gray and Hale","Programmable disintermediate matrices","$5,300.00","$7,413.00","successful",225,"CH","CHF","2021-08-30","2021-12-03","cat5","subcat13",2648,"Margaret","Eigenwillig","margaret.eigenwillig@yahoo.com","cat5","film & video","subcat13","shorts"
1439,2545,"Ayala, Crawford and Taylor","Realigned 5thgeneration knowledge user","$4,000.00","$2,778.00","failed",35,"US","USD","2021-02-16","2022-01-17","cat1","subcat1",2545,"Yvette","Harding","yvette.harding@yahoo.co.uk","cat1","food","subcat1","food trucks"
3130,3273,"Martinez Ltd","Multi-layered upward-trending groupware","$7,300.00","$2,594.00","failed",63,"US","USD","2020-10-31","2021-11-12","cat4","subcat4",3273,"Federigo","Karge","federigo.karge@bohlander.com","cat4","theater","subcat4","plays"
1526,6155,"Lee PLC","Re-contextualized leadingedge firmware","$2,000.00","$5,033.00","successful",65,"US","USD","2021-02-02","2021-09-17","cat3","subcat9",6155,"Guenther","Armenta","guenther.armenta@free.fr","cat3","technology","subcat9","wearables"
1229,6064,"Young, Ramsey and Powell","Devolved disintermediate analyzer","$8,800.00","$9,317.00","successful",163,"US","USD","2020-12-26","2021-09-07","cat4","subcat4",6064,"Coriolano","Higgins","coriolano.higgins@murphy.org.au","cat4","theater","subcat4","plays"
780,1729,"Lewis and Sons","Profound disintermediate open system","$3,500.00","$6,560.00","successful",85,"US","USD","2021-05-12","2021-08-12","cat4","subcat4",1729,"Felix","Rubio","felix.rubio@ebert.de","cat4","theater","subcat4","plays"
936,4969,"Davis-Johnson","Automated reciprocal protocol","$1,400.00","$5,415.00","successful",217,"US","USD","2020-08-22","2021-08-03","cat5","subcat20",4969,"Melanie","Leveque","melanie.leveque@fleury.net","cat5","film & video","subcat20","television"
2820,3402,"Stevenson-Thompson","Automated static workforce","$4,200.00","$14,577.00","successful",150,"US","USD","2021-01-25","2021-02-21","cat5","subcat13",3402,"Abbie","Galeati","abbie.galeati@ubaldi.it","cat5","film & video","subcat13","shorts"
3118,2810,"Ellis, Smith and Armstrong","Horizontal attitude-oriented help-desk","$81,000.00","$150,515.00","successful",3272,"US","USD","2021-07-01","2021-10-21","cat4","subcat4",2810,"Vittorio","Caccioppoli","vittorio.caccioppoli@yahoo.com","cat4","theater","subcat4","plays"
750,2217,"Jackson-Brown","Versatile 5thgeneration matrices","$182,800.00","$79,045.00","canceled",898,"US","USD","2021-06-28","2021-12-17","cat8","subcat15",2217,"Biagio","Valenzuela","biagio.valenzuela@robinson.info","cat8","photography","subcat15","photography books"
2948,5140,"Kane, Pruitt and Rivera","Cross-platform next generation service-desk","$4,800.00","$7,797.00","successful",300,"US","USD","2021-11-23","2022-01-14","cat1","subcat1",5140,"Dario","Green","dario.green@live.com","cat1","food","subcat1","food trucks"
1818,4497,"Wood, Buckley and Meza","Front-line web-enabled installation","$7,000.00","$12,939.00","successful",126,"US","USD","2020-09-23","2021-04-29","cat4","subcat4",4497,"Alwina","Textor","alwina.textor@poste.it","cat4","theater","subcat4","plays"
1715,5100,"Brown-Williams","Multi-channeled responsive product","$161,900.00","$38,376.00","failed",526,"US","USD","2020-06-08","2021-04-07","cat5","subcat7",5100,"Diether","Baeza","diether.baeza@grupo.biz","cat5","film & video","subcat7","drama"
2667,3390,"Hansen-Austin","Adaptive demand-driven encryption","$7,700.00","$6,920.00","failed",121,"US","USD","2020-05-11","2021-03-18","cat4","subcat4",3390,"Sole","Trevino","sole.trevino@hotmail.com","cat4","theater","subcat4","plays"
2818,1926,"Santana-George","Re-engineered client-driven knowledge user","$71,500.00","$194,912.00","successful",2320,"US","USD","2021-03-16","2021-06-26","cat4","subcat4",1926,"Darren","Bernardi","darren.bernardi@brooks-martin.com","cat4","theater","subcat4","plays"
175,3264,"Davis LLC","Compatible logistical paradigm","$4,700.00","$7,992.00","successful",81,"AU","AUD","2021-08-22","2021-10-12","cat5","subcat23",3264,"Martina","Heser","martina.heser@morellato.it","cat5","film & video","subcat23","science fiction"
2701,2573,"Vazquez, Ochoa and Clark","Intuitive value-added installation","$42,100.00","$79,268.00","successful",1887,"US","USD","2020-07-17","2021-04-11","cat8","subcat15",2573,"Bethan","Giacometti","bethan.giacometti@gmail.com","cat8","photography","subcat15","photography books"
338,3628,"Chung-Nguyen","Managed discrete parallelism","$40,200.00","$139,468.00","successful",4358,"US","USD","2020-03-21","2021-03-07","cat8","subcat15",3628,"Ethan","Duhamel","ethan.duhamel@sfr.fr","cat8","photography","subcat15","photography books"
1372,3826,"Mueller-Harmon","Implemented tangible approach","$7,900.00","$5,465.00","failed",67,"US","USD","2020-12-25","2021-12-16","cat2","subcat2",3826,"Corrado","Warren","corrado.warren@hotmail.com.au","cat2","music","subcat2","rock"
399,5983,"Dixon, Perez and Banks","Re-engineered encompassing definition","$8,300.00","$2,111.00","failed",57,"CA","CAD","2021-12-29","2022-01-16","cat8","subcat15",5983,"Damian","Pulido","damian.pulido@yahoo.de","cat8","photography","subcat15","photography books"
2734,5678,"Estrada Group","Multi-lateral uniform collaboration","$163,600.00","$126,628.00","failed",1229,"US","USD","2020-11-08","2021-01-22","cat1","subcat1",5678,"Dino","Osborne","dino.osborne@despacho.com","cat1","food","subcat1","food trucks"
2663,2093,"Lutz Group","Enterprise-wide foreground paradigm","$2,700.00","$1,012.00","failed",12,"IT","EUR","2020-09-07","2021-07-05","cat2","subcat17",2093,"Nicolaus","Bernetti","nicolaus.bernetti@aol.de","cat2","music","subcat17","metal"
2951,5333,"Ortiz Inc","Stand-alone incremental parallelism","$1,000.00","$5,438.00","successful",53,"US","USD","2021-02-27","2021-03-03","cat6","subcat10",5333,"Gianna","Carroll","gianna.carroll@perez.com","cat6","publishing","subcat10","nonfiction"
733,5139,"Craig, Ellis and Miller","Persevering 5thgeneration throughput","$84,500.00","$193,101.00","successful",2414,"US","USD","2021-01-11","2021-06-17","cat2","subcat6",5139,"Grit","Knight","grit.knight@web.de","cat2","music","subcat6","electric music"
374,3173,"Charles Inc","Implemented object-oriented synergy","$81,300.00","$31,665.00","failed",452,"US","USD","2020-12-24","2021-12-18","cat4","subcat4",3173,"Erin","Weinhold","erin.weinhold@hotmail.fr","cat4","theater","subcat4","plays"
1949,3333,"White-Rosario","Balanced demand-driven definition","$800.00","$2,960.00","successful",80,"US","USD","2021-01-18","2021-09-25","cat4","subcat4",3333,"Craig","Jordan","craig.jordan@gmail.com","cat4","theater","subcat4","plays"
48,2262,"Simmons-Villarreal","Customer-focused mobile Graphic Interface","$3,400.00","$8,089.00","successful",193,"US","USD","2020-06-26","2021-06-10","cat5","subcat13",2262,"Homero","Respighi","homero.respighi@gmail.com","cat5","film & video","subcat13","shorts"
3020,1531,"Strickland Group","Horizontal secondary interface","$170,800.00","$109,374.00","failed",1886,"US","USD","2020-05-17","2021-04-25","cat4","subcat4",1531,"Fanny","Pertile","fanny.pertile@gmail.com","cat4","theater","subcat4","plays"
749,4881,"Lynch Ltd","Virtual analyzing collaboration","$1,800.00","$2,129.00","successful",52,"US","USD","2020-06-12","2021-04-30","cat4","subcat4",4881,"Fridolin","Comboni","fridolin.comboni@graf.com","cat4","theater","subcat4","plays"
1336,3928,"Sanders LLC","Multi-tiered explicit focus group","$150,600.00","$127,745.00","failed",1825,"US","USD","2021-02-01","2022-01-16","cat2","subcat8",3928,"Hugh","Cantu","hugh.cantu@libero.it","cat2","music","subcat8","indie rock"
2390,1803,"Cooper LLC","Multi-layered systematic knowledgebase","$7,800.00","$2,289.00","failed",31,"US","USD","2021-03-13","2021-12-08","cat4","subcat4",1803,"Alphons","Simmons","alphons.simmons@hotmail.com","cat4","theater","subcat4","plays"
851,2321,"Palmer Ltd","Reverse-engineered uniform knowledge user","$5,800.00","$12,174.00","successful",290,"US","USD","2021-10-26","2021-11-09","cat4","subcat4",2321,"Ludovico","Cafarchia","ludovico.cafarchia@gmail.com","cat4","theater","subcat4","plays"
2394,6234,"Santos Group","Secured dynamic capacity","$5,600.00","$9,508.00","successful",122,"US","USD","2020-12-13","2021-04-30","cat2","subcat6",6234,"Nico","Kaiser","nico.kaiser@almonte.com","cat2","music","subcat6","electric music"
1062,1422,"Christian, Kim and Jimenez","Devolved foreground throughput","$134,400.00","$155,849.00","successful",1470,"US","USD","2021-07-11","2021-09-17","cat2","subcat8",1422,"Kirsty","Lamy","kirsty.lamy@alonzi.it","cat2","music","subcat8","indie rock"
1024,2660,"Williams, Price and Hurley","Synchronized demand-driven infrastructure","$3,000.00","$7,758.00","successful",165,"CA","CAD","2020-12-13","2021-08-15","cat5","subcat5",2660,"Joshua","Scheibe","joshua.scheibe@turci.org","cat5","film & video","subcat5","documentary"
1261,5361,"Anderson, Parks and Estrada","Realigned discrete structure","$6,000.00","$13,835.00","successful",182,"US","USD","2020-11-02","2021-09-04","cat6","subcat19",5361,"Carin","Pineau","carin.pineau@yahoo.com","cat6","publishing","subcat19","translations"
2029,3420,"Collins-Martinez","Progressive grid-enabled website","$8,400.00","$10,770.00","successful",199,"IT","EUR","2020-10-04","2021-07-20","cat5","subcat5",3420,"Ellie","Galarza","ellie.galarza@pareto-cattaneo.net","cat5","film & video","subcat5","documentary"
267,4337,"Barrett Inc","Organic cohesive neural-net","$1,700.00","$3,208.00","successful",56,"GB","GBP","2020-12-05","2021-12-04","cat5","subcat20",4337,"Marion","Lira","marion.lira@ifrance.com","cat5","film & video","subcat20","television"
3140,2338,"Adams-Rollins","Integrated demand-driven info-mediaries","$159,800.00","$11,108.00","failed",107,"US","USD","2021-03-25","2021-10-04","cat4","subcat4",2338,"Aurelia","Angiolello","aurelia.angiolello@lord.com","cat4","theater","subcat4","plays"
2599,4140,"Wright-Bryant","Reverse-engineered client-server extranet","$19,800.00","$153,338.00","successful",1460,"AU","AUD","2020-06-20","2021-05-23","cat1","subcat1",4140,"Maura","Ravaglioli","maura.ravaglioli@yahoo.com","cat1","food","subcat1","food trucks"
1505,2373,"Berry-Cannon","Organized discrete encoding","$8,800.00","$2,437.00","failed",27,"US","USD","2020-11-10","2021-03-17","cat4","subcat4",2373,"Brunhilde","Fletcher","brunhilde.fletcher@schomber.de","cat4","theater","subcat4","plays"
2736,1344,"Davis-Gonzalez","Balanced regional flexibility","$179,100.00","$93,991.00","failed",1221,"US","USD","2020-05-11","2021-06-01","cat5","subcat5",1344,"Ottfried","Marques","ottfried.marques@tyler-watson.info","cat5","film & video","subcat5","documentary"
2444,2141,"Best-Young","Implemented multimedia time-frame","$3,100.00","$12,620.00","successful",123,"CH","CHF","2020-08-19","2021-06-02","cat2","subcat18",2141,"Christelle","Blasi","christelle.blasi@morris-chan.com","cat2","music","subcat18","jazz"
212,3415,"Powers, Smith and Deleon","Enhanced uniform service-desk","$100.00","$2.00","failed",1,"US","USD","2020-09-23","2021-06-06","cat3","subcat3",3415,"Augusto","Vercelloni","augusto.vercelloni@club-internet.fr","cat3","technology","subcat3","web"
1226,5696,"Hogan Group","Versatile bottom-line definition","$5,600.00","$8,746.00","successful",159,"US","USD","2021-05-01","2022-01-18","cat2","subcat2",5696,"Michela","Pruvost","michela.pruvost@holt.co.uk","cat2","music","subcat2","rock"
2381,1798,"Wang, Silva and Byrd","Integrated bifurcated software","$1,400.00","$3,534.00","successful",110,"US","USD","2021-01-11","2021-07-02","cat3","subcat3",1798,"Guarino","Escalante","guarino.escalante@hotmail.com","cat3","technology","subcat3","web"
2510,1657,"Parker-Morris","Assimilated next generation instruction set","$41,000.00","$709.00","live",14,"US","USD","2020-02-15","2021-02-23","cat6","subcat10",1657,"Gabriela","Padilla","gabriela.padilla@pearson-russell.com","cat6","publishing","subcat10","nonfiction"
182,3651,"Rodriguez, Johnson and Jackson","Digitized foreground array","$6,500.00","$795.00","failed",16,"US","USD","2020-06-16","2021-05-25","cat6","subcat16",3651,"Agathe","Dias","agathe.dias@jackson.com","cat6","publishing","subcat16","radio & podcasts"
1340,3574,"Haynes PLC","Re-engineered clear-thinking project","$7,900.00","$12,955.00","successful",236,"US","USD","2020-08-29","2021-10-06","cat4","subcat4",3574,"Werner","Kallert","werner.kallert@gmail.com","cat4","theater","subcat4","plays"
